N ,01-A (mass number),01-Z (atomic number),01-q (ion charge),01-TKE [MeV],01-Energy Loss (MeV),01-Time from Target [ns],01-Momentum [GeV/c],01-Brho [T*m],02-A (mass number),02-Z (atomic number),02-q (ion charge),02-TKE [MeV],02-Energy Loss (MeV),02-Time from Target [ns],02-Momentum [GeV/c],02-Brho [T*m],03-A (mass number),03-Z (atomic number),03-q (ion charge),03-TKE [MeV],03-Energy Loss (MeV),03-Time from Target [ns],03-Momentum [GeV/c],03-Brho [T*m],04-A (mass number),04-Z (atomic number),04-q (ion charge),04-TKE [MeV],04-Energy Loss (MeV),04-Time from Target [ns],04-Momentum [GeV/c],04-Brho [T*m]
172,1.910000e+02,7.400000e+01,7.200000e+01,1.296136e+04,0.000000e+00,7.390208e+02,6.912520e+01,3.202456e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.181462e+04,1.146736e+03,7.390208e+02,6.589379e+01,3.052750e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.063243e+04,1.182186e+03,7.390208e+02,6.240957e+01,2.891332e+00,1.910000e+02,7.400000e+01,7.200000e+01,5.797466e+03,4.834942e+03,7.390208e+02,4.577928e+01,2.120878e+00
173,1.930000e+02,7.500000e+01,7.300000e+01,1.313651e+04,0.000000e+00,7.380202e+02,6.995800e+01,3.196640e+00,1.930000e+02,7.500000e+01,7.300000e+01,1.199270e+04,1.143809e+03,7.380202e+02,6.674029e+01,3.049611e+00,1.930000e+02,7.500000e+01,7.300000e+01,1.077749e+04,1.215198e+03,7.380202e+02,6.316506e+01,2.886246e+00,1.930000e+02,7.500000e+01,7.300000e+01,5.831684e+03,4.945785e+03,7.380202e+02,4.615241e+01,2.108875e+00
174,1.910000e+02,7.400000e+01,7.200000e+01,1.300288e+04,0.000000e+00,7.381246e+02,6.923972e+01,3.207762e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.188947e+04,1.113404e+03,7.381246e+02,6.610892e+01,3.062717e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.071300e+04,1.176462e+03,7.381246e+02,6.265249e+01,2.902586e+00,1.910000e+02,7.400000e+01,7.200000e+01,5.856452e+03,4.856527e+03,7.381246e+02,4.601533e+01,2.131814e+00
175,1.860000e+02,7.200000e+01,7.000000e+01,1.261362e+04,0.000000e+00,7.395894e+02,6.729120e+01,3.206561e+00,1.860000e+02,7.200000e+01,7.000000e+01,1.154637e+04,1.067236e+03,7.395894e+02,6.428576e+01,3.063346e+00,1.860000e+02,7.200000e+01,7.000000e+01,1.042766e+04,1.118707e+03,7.395894e+02,6.099660e+01,2.906611e+00,1.860000e+02,7.200000e+01,7.000000e+01,5.773548e+03,4.654090e+03,7.395894e+02,4.509023e+01,2.148640e+00
176,1.880000e+02,7.300000e+01,7.100000e+01,1.283556e+04,0.000000e+00,7.373524e+02,6.825330e+01,3.206598e+00,1.880000e+02,7.300000e+01,7.100000e+01,1.173836e+04,1.097193e+03,7.373524e+02,6.517222e+01,3.061847e+00,1.880000e+02,7.300000e+01,7.100000e+01,1.058563e+04,1.152720e+03,7.373524e+02,6.179088e+01,2.902988e+00,1.880000e+02,7.300000e+01,7.100000e+01,5.846011e+03,4.739600e+03,7.373524e+02,4.561665e+01,2.143109e+00
177,1.860000e+02,7.200000e+01,7.000000e+01,1.259064e+04,0.000000e+00,7.400406e+02,6.722775e+01,3.203537e+00,1.860000e+02,7.200000e+01,7.000000e+01,1.150105e+04,1.089587e+03,7.400406e+02,6.415540e+01,3.057134e+00,1.860000e+02,7.200000e+01,7.000000e+01,1.033728e+04,1.163762e+03,7.400406e+02,6.072400e+01,2.893621e+00,1.860000e+02,7.200000e+01,7.000000e+01,5.663244e+03,4.674015e+03,7.400406e+02,4.465043e+01,2.127683e+00
178,1.930000e+02,7.500000e+01,7.300000e+01,1.313066e+04,0.000000e+00,7.378712e+02,6.994188e+01,3.195904e+00,1.930000e+02,7.500000e+01,7.300000e+01,1.197568e+04,1.154975e+03,7.378712e+02,6.669141e+01,3.047378e+00,1.930000e+02,7.500000e+01,7.300000e+01,1.076793e+04,1.207747e+03,7.378712e+02,6.313622e+01,2.884928e+00,1.930000e+02,7.500000e+01,7.300000e+01,5.780215e+03,4.987692e+03,7.378712e+02,4.594506e+01,2.099400e+00
179,1.910000e+02,7.400000e+01,7.200000e+01,1.294436e+04,0.000000e+00,7.392879e+02,6.907825e+01,3.200281e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.181726e+04,1.127090e+03,7.392879e+02,6.590139e+01,3.053102e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.064103e+04,1.176225e+03,7.392879e+02,6.243555e+01,2.892535e+00,1.910000e+02,7.400000e+01,7.200000e+01,5.787666e+03,4.853343e+03,7.392879e+02,4.573995e+01,2.119056e+00
180,1.910000e+02,7.400000e+01,7.200000e+01,1.299783e+04,0.000000e+00,7.381508e+02,6.922580e+01,3.207117e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.188246e+04,1.115363e+03,7.381508e+02,6.608880e+01,3.061785e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.071354e+04,1.168917e+03,7.381508e+02,6.265410e+01,2.902660e+00,1.910000e+02,7.400000e+01,7.200000e+01,5.866564e+03,4.846951e+03,7.381508e+02,4.605568e+01,2.133684e+00
181,1.920000e+02,7.500000e+01,7.300000e+01,1.328032e+04,0.000000e+00,7.330434e+02,7.017714e+01,3.206654e+00,1.920000e+02,7.500000e+01,7.300000e+01,1.212605e+04,1.154266e+03,7.330434e+02,6.695363e+01,3.059360e+00,1.920000e+02,7.500000e+01,7.300000e+01,1.092542e+04,1.200620e+03,7.330434e+02,6.344935e+01,2.899236e+00,1.920000e+02,7.500000e+01,7.300000e+01,6.025228e+03,4.900169e+03,7.330434e+02,4.680452e+01,2.138672e+00
182,1.890000e+02,7.300000e+01,7.100000e+01,1.272677e+04,0.000000e+00,7.416763e+02,6.812783e+01,3.200704e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.163190e+04,1.094870e+03,7.416763e+02,6.503360e+01,3.055334e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.047920e+04,1.152695e+03,7.416763e+02,6.162927e+01,2.895396e+00,1.890000e+02,7.300000e+01,7.100000e+01,5.718434e+03,4.760740e+03,7.416763e+02,4.522624e+01,2.124767e+00
183,1.860000e+02,7.200000e+01,7.000000e+01,1.256299e+04,0.000000e+00,7.404095e+02,6.715128e+01,3.199894e+00,1.860000e+02,7.200000e+01,7.000000e+01,1.147967e+04,1.083314e+03,7.404095e+02,6.409382e+01,3.054199e+00,1.860000e+02,7.200000e+01,7.000000e+01,1.034830e+04,1.131364e+03,7.404095e+02,6.075728e+01,2.895207e+00,1.860000e+02,7.200000e+01,7.000000e+01,5.679343e+03,4.668933e+03,7.404095e+02,4.471487e+01,2.130754e+00
184,1.930000e+02,7.500000e+01,7.300000e+01,1.313615e+04,0.000000e+00,7.377920e+02,6.995701e+01,3.196595e+00,1.930000e+02,7.500000e+01,7.300000e+01,1.199042e+04,1.145731e+03,7.377920e+02,6.673374e+01,3.049312e+00,1.930000e+02,7.500000e+01,7.300000e+01,1.077357e+04,1.216838e+03,7.377920e+02,6.315323e+01,2.885705e+00,1.930000e+02,7.500000e+01,7.300000e+01,5.821263e+03,4.952285e+03,7.377920e+02,4.611050e+01,2.106960e+00
185,1.880000e+02,7.300000e+01,7.100000e+01,1.281550e+04,0.000000e+00,7.375186e+02,6.819807e+01,3.204004e+00,1.880000e+02,7.300000e+01,7.100000e+01,1.171452e+04,1.100975e+03,7.375186e+02,6.510387e+01,3.058636e+00,1.880000e+02,7.300000e+01,7.100000e+01,1.057592e+04,1.138601e+03,7.375186e+02,6.176168e+01,2.901617e+00,1.880000e+02,7.300000e+01,7.100000e+01,5.823616e+03,4.752277e+03,7.375186e+02,4.552776e+01,2.138933e+00
186,1.910000e+02,7.400000e+01,7.200000e+01,1.301158e+04,0.000000e+00,7.377492e+02,6.926371e+01,3.208873e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.187258e+04,1.139001e+03,7.377492e+02,6.606041e+01,3.060470e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.069419e+04,1.178381e+03,7.377492e+02,6.259584e+01,2.899962e+00,1.910000e+02,7.400000e+01,7.200000e+01,5.857091e+03,4.837076e+03,7.377492e+02,4.601788e+01,2.131932e+00
187,1.930000e+02,7.500000e+01,7.300000e+01,1.319297e+04,0.000000e+00,7.366901e+02,7.011349e+01,3.203745e+00,1.930000e+02,7.500000e+01,7.300000e+01,1.204385e+04,1.149119e+03,7.366901e+02,6.688707e+01,3.056319e+00,1.930000e+02,7.500000e+01,7.300000e+01,1.083776e+04,1.206081e+03,7.366901e+02,6.334658e+01,2.894540e+00,1.930000e+02,7.500000e+01,7.300000e+01,5.873645e+03,4.964092e+03,7.366901e+02,4.632082e+01,2.116570e+00
188,1.900000e+02,7.400000e+01,7.200000e+01,1.305853e+04,0.000000e+00,7.349763e+02,6.921684e+01,3.206701e+00,1.900000e+02,7.400000e+01,7.200000e+01,1.191844e+04,1.140081e+03,7.349763e+02,6.602350e+01,3.058759e+00,1.900000e+02,7.400000e+01,7.200000e+01,1.073888e+04,1.179550e+03,7.349763e+02,6.257012e+01,2.898770e+00,1.900000e+02,7.400000e+01,7.200000e+01,5.899790e+03,4.839071e+03,7.349763e+02,4.606849e+01,2.134277e+00
189,1.890000e+02,7.300000e+01,7.100000e+01,1.277895e+04,0.000000e+00,7.405244e+02,6.827222e+01,3.207488e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.167145e+04,1.107498e+03,7.405244e+02,6.514761e+01,3.060690e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.052444e+04,1.146996e+03,7.405244e+02,6.176603e+01,2.901821e+00,1.890000e+02,7.300000e+01,7.100000e+01,5.759749e+03,4.764671e+03,7.405244e+02,4.539194e+01,2.132552e+00
190,1.880000e+02,7.300000e+01,7.100000e+01,1.279226e+04,0.000000e+00,7.383243e+02,6.813401e+01,3.200994e+00,1.880000e+02,7.300000e+01,7.100000e+01,1.169356e+04,1.098692e+03,7.383243e+02,6.504371e+01,3.055809e+00,1.880000e+02,7.300000e+01,7.100000e+01,1.053528e+04,1.158277e+03,7.383243e+02,6.163943e+01,2.895873e+00,1.880000e+02,7.300000e+01,7.100000e+01,5.767611e+03,4.767644e+03,7.383243e+02,4.530475e+01,2.128456e+00
191,1.890000e+02,7.300000e+01,7.100000e+01,1.273591e+04,0.000000e+00,7.412924e+02,6.815314e+01,3.201893e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.163336e+04,1.102540e+03,7.412924e+02,6.503783e+01,3.055533e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.047383e+04,1.159533e+03,7.412924e+02,6.161302e+01,2.894632e+00,1.890000e+02,7.300000e+01,7.100000e+01,5.666058e+03,4.807745e+03,7.412924e+02,4.501534e+01,2.114859e+00
192,1.910000e+02,7.400000e+01,7.200000e+01,1.295874e+04,0.000000e+00,7.391467e+02,6.911796e+01,3.202120e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.181695e+04,1.141786e+03,7.391467e+02,6.590048e+01,3.053060e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.063342e+04,1.183516e+03,7.391467e+02,6.241258e+01,2.891471e+00,1.910000e+02,7.400000e+01,7.200000e+01,5.760172e+03,4.873229e+03,7.391467e+02,4.562944e+01,2.113937e+00
193,1.910000e+02,7.400000e+01,7.200000e+01,1.297021e+04,0.000000e+00,7.387725e+02,6.914963e+01,3.203588e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.184583e+04,1.124379e+03,7.387725e+02,6.598356e+01,3.056909e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.068061e+04,1.165213e+03,7.387725e+02,6.255493e+01,2.898066e+00,1.910000e+02,7.400000e+01,7.200000e+01,5.810222e+03,4.870365e+03,7.387725e+02,4.583042e+01,2.123248e+00
194,1.860000e+02,7.200000e+01,7.000000e+01,1.264870e+04,0.000000e+00,7.387765e+02,6.738802e+01,3.211175e+00,1.860000e+02,7.200000e+01,7.000000e+01,1.155496e+04,1.093735e+03,7.387765e+02,6.431043e+01,3.064521e+00,1.860000e+02,7.200000e+01,7.000000e+01,1.043369e+04,1.121263e+03,7.387765e+02,6.101476e+01,2.907476e+00,1.860000e+02,7.200000e+01,7.000000e+01,5.805064e+03,4.628606e+03,7.387765e+02,4.521515e+01,2.154593e+00
195,1.890000e+02,7.300000e+01,7.100000e+01,1.272630e+04,0.000000e+00,7.416638e+02,6.812653e+01,3.200642e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.159828e+04,1.128017e+03,7.416638e+02,6.493655e+01,3.050775e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.043558e+04,1.162695e+03,7.416638e+02,6.149717e+01,2.889190e+00,1.890000e+02,7.300000e+01,7.100000e+01,5.649254e+03,4.786301e+03,7.416638e+02,4.494749e+01,2.111671e+00
196,1.930000e+02,7.500000e+01,7.200000e+01,1.313234e+04,0.000000e+00,7.382382e+02,6.994660e+01,3.240510e+00,1.930000e+02,7.500000e+01,7.200000e+01,1.197199e+04,1.160340e+03,7.382382e+02,6.668089e+01,3.089215e+00,1.930000e+02,7.500000e+01,7.200000e+01,1.071872e+04,1.253268e+03,7.382382e+02,6.298767e+01,2.918114e+00,1.930000e+02,7.500000e+01,7.200000e+01,5.726711e+03,4.991968e+03,7.382382e+02,4.572863e+01,2.118532e+00
197,1.880000e+02,7.300000e+01,7.100000e+01,1.282950e+04,0.000000e+00,7.372458e+02,6.823662e+01,3.205815e+00,1.880000e+02,7.300000e+01,7.100000e+01,1.174007e+04,1.089420e+03,7.372458e+02,6.517713e+01,3.062078e+00,1.880000e+02,7.300000e+01,7.100000e+01,1.056438e+04,1.175690e+03,7.372458e+02,6.172699e+01,2.899987e+00,1.880000e+02,7.300000e+01,7.100000e+01,5.829320e+03,4.735035e+03,7.372458e+02,4.555042e+01,2.139998e+00
198,1.930000e+02,7.500000e+01,7.300000e+01,1.316229e+04,0.000000e+00,7.371751e+02,7.002903e+01,3.199886e+00,1.930000e+02,7.500000e+01,7.300000e+01,1.199582e+04,1.166466e+03,7.371751e+02,6.674926e+01,3.050021e+00,1.930000e+02,7.500000e+01,7.300000e+01,1.079814e+04,1.197672e+03,7.371751e+02,6.322730e+01,2.889090e+00,1.930000e+02,7.500000e+01,7.300000e+01,5.818431e+03,4.979686e+03,7.371751e+02,4.609910e+01,2.106439e+00
199,1.890000e+02,7.300000e+01,7.100000e+01,1.271383e+04,0.000000e+00,7.416497e+02,6.809196e+01,3.199019e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.159469e+04,1.119128e+03,7.416497e+02,6.492619e+01,3.050288e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.043410e+04,1.160588e+03,7.416497e+02,6.149269e+01,2.888979e+00,1.890000e+02,7.300000e+01,7.100000e+01,5.632049e+03,4.802028e+03,7.416497e+02,4.487791e+01,2.108403e+00
200,1.860000e+02,7.200000e+01,7.000000e+01,1.263121e+04,0.000000e+00,7.390211e+02,6.733975e+01,3.208875e+00,1.860000e+02,7.200000e+01,7.000000e+01,1.155413e+04,1.077072e+03,7.390211e+02,6.430803e+01,3.064407e+00,1.860000e+02,7.200000e+01,7.000000e+01,1.043133e+04,1.122795e+03,7.390211e+02,6.100763e+01,2.907136e+00,1.860000e+02,7.200000e+01,7.000000e+01,5.753797e+03,4.677507e+03,7.390211e+02,4.501177e+01,2.144902e+00
201,1.910000e+02,7.400000e+01,7.200000e+01,1.299875e+04,0.000000e+00,7.379161e+02,6.922834e+01,3.207234e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.188208e+04,1.116669e+03,7.379161e+02,6.608769e+01,3.061733e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.070421e+04,1.177861e+03,7.379161e+02,6.262602e+01,2.901360e+00,1.910000e+02,7.400000e+01,7.200000e+01,5.852365e+03,4.851822e+03,7.379161e+02,4.599901e+01,2.131058e+00
202,1.860000e+02,7.200000e+01,7.000000e+01,1.257898e+04,0.000000e+00,7.402415e+02,6.719550e+01,3.202001e+00,1.860000e+02,7.200000e+01,7.000000e+01,1.148681e+04,1.092166e+03,7.402415e+02,6.411438e+01,3.055179e+00,1.860000e+02,7.200000e+01,7.000000e+01,1.034912e+04,1.137683e+03,7.402415e+02,6.075976e+01,2.895325e+00,1.860000e+02,7.200000e+01,7.000000e+01,5.701541e+03,4.647554e+03,7.402415e+02,4.480359e+01,2.134981e+00
203,1.910000e+02,7.400000e+01,7.200000e+01,1.296786e+04,0.000000e+00,7.389986e+02,6.914313e+01,3.203287e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.183093e+04,1.136919e+03,7.389986e+02,6.594072e+01,3.054924e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.064649e+04,1.184441e+03,7.389986e+02,6.245201e+01,2.893298e+00,1.910000e+02,7.400000e+01,7.200000e+01,5.778861e+03,4.867601e+03,7.389986e+02,4.570459e+01,2.117418e+00
204,1.920000e+02,7.500000e+01,7.300000e+01,1.322181e+04,0.000000e+00,7.340824e+02,7.001685e+01,3.199330e+00,1.920000e+02,7.500000e+01,7.300000e+01,1.206828e+04,1.153523e+03,7.340824e+02,6.678873e+01,3.051825e+00,1.920000e+02,7.500000e+01,7.300000e+01,1.087273e+04,1.195540e+03,7.340824e+02,6.329165e+01,2.892030e+00,1.920000e+02,7.500000e+01,7.300000e+01,5.950725e+03,4.921984e+03,7.340824e+02,4.650948e+01,2.125191e+00
205,1.880000e+02,7.300000e+01,7.100000e+01,1.284947e+04,0.000000e+00,7.370053e+02,6.829158e+01,3.208397e+00,1.880000e+02,7.300000e+01,7.100000e+01,1.174016e+04,1.109304e+03,7.370053e+02,6.517738e+01,3.062089e+00,1.880000e+02,7.300000e+01,7.100000e+01,1.058975e+04,1.150404e+03,7.370053e+02,6.180325e+01,2.903569e+00,1.880000e+02,7.300000e+01,7.100000e+01,5.854801e+03,4.734926e+03,7.370053e+02,4.565150e+01,2.144746e+00
206,1.860000e+02,7.200000e+01,7.000000e+01,1.257550e+04,0.000000e+00,7.405046e+02,6.718587e+01,3.201542e+00,1.860000e+02,7.200000e+01,7.000000e+01,1.148409e+04,1.091397e+03,7.405046e+02,6.410656e+01,3.054807e+00,1.860000e+02,7.200000e+01,7.000000e+01,1.034074e+04,1.143345e+03,7.405046e+02,6.073445e+01,2.894119e+00,1.860000e+02,7.200000e+01,7.000000e+01,5.689272e+03,4.651446e+03,7.405046e+02,4.475457e+01,2.132645e+00
207,1.890000e+02,7.300000e+01,7.100000e+01,1.277064e+04,0.000000e+00,7.405105e+02,6.824924e+01,3.206408e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.164721e+04,1.123422e+03,7.405105e+02,6.507777e+01,3.057409e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.045701e+04,1.190197e+03,7.405105e+02,6.156210e+01,2.892240e+00,1.890000e+02,7.300000e+01,7.100000e+01,5.684815e+03,4.772170e+03,7.405105e+02,4.509098e+01,2.118413e+00
208,1.890000e+02,7.300000e+01,7.100000e+01,1.274394e+04,0.000000e+00,7.411298e+02,6.817537e+01,3.202937e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.165804e+04,1.085900e+03,7.411298e+02,6.510897e+01,3.058875e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.050542e+04,1.152612e+03,7.411298e+02,6.170856e+01,2.899121e+00,1.890000e+02,7.300000e+01,7.100000e+01,5.741222e+03,4.764173e+03,7.411298e+02,4.531770e+01,2.129065e+00
209,1.860000e+02,7.200000e+01,7.000000e+01,1.258449e+04,0.000000e+00,7.402052e+02,6.721074e+01,3.202727e+00,1.860000e+02,7.200000e+01,7.000000e+01,1.149861e+04,1.085875e+03,7.402052e+02,6.414837e+01,3.056799e+00,1.860000e+02,7.200000e+01,7.000000e+01,1.037211e+04,1.126498e+03,7.402052e+02,6.082917e+01,2.898632e+00,1.860000e+02,7.200000e+01,7.000000e+01,5.735289e+03,4.636795e+03,7.402052e+02,4.493814e+01,2.141393e+00
210,1.890000e+02,7.300000e+01,7.100000e+01,1.271153e+04,0.000000e+00,7.418363e+02,6.808560e+01,3.198720e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.160427e+04,1.107255e+03,7.418363e+02,6.495386e+01,3.051588e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.043906e+04,1.165202e+03,7.418363e+02,6.150773e+01,2.889686e+00,1.890000e+02,7.300000e+01,7.100000e+01,5.626591e+03,4.812448e+03,7.418363e+02,4.485582e+01,2.107365e+00
211,1.910000e+02,7.400000e+01,7.200000e+01,1.299387e+04,0.000000e+00,7.382583e+02,6.921489e+01,3.206611e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.187377e+04,1.120093e+03,7.382583e+02,6.606386e+01,3.060629e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.068573e+04,1.188040e+03,7.382583e+02,6.257035e+01,2.898781e+00,1.910000e+02,7.400000e+01,7.200000e+01,5.819682e+03,4.866024e+03,7.382583e+02,4.586832e+01,2.125003e+00
212,1.910000e+02,7.400000e+01,7.200000e+01,1.298435e+04,0.000000e+00,7.385678e+02,6.918864e+01,3.205395e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.184747e+04,1.136878e+03,7.385678e+02,6.598827e+01,3.057127e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.065877e+04,1.188697e+03,7.385678e+02,6.248906e+01,2.895015e+00,1.910000e+02,7.400000e+01,7.200000e+01,5.775673e+03,4.883070e+03,7.385678e+02,4.569178e+01,2.116824e+00
213,1.930000e+02,7.500000e+01,7.300000e+01,1.314455e+04,0.000000e+00,7.377577e+02,6.998017e+01,3.197653e+00,1.930000e+02,7.500000e+01,7.300000e+01,1.201178e+04,1.132767e+03,7.377577e+02,6.679509e+01,3.052115e+00,1.930000e+02,7.500000e+01,7.300000e+01,1.081112e+04,1.200655e+03,7.377577e+02,6.326640e+01,2.890876e+00,1.930000e+02,7.500000e+01,7.300000e+01,5.850311e+03,4.960785e+03,7.377577e+02,4.622724e+01,2.112294e+00
214,1.890000e+02,7.300000e+01,7.100000e+01,1.273401e+04,0.000000e+00,7.414715e+02,6.814788e+01,3.201646e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.162145e+04,1.112555e+03,7.414715e+02,6.500346e+01,3.053918e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.044092e+04,1.180522e+03,7.414715e+02,6.151337e+01,2.889951e+00,1.890000e+02,7.300000e+01,7.100000e+01,5.634716e+03,4.806182e+03,7.414715e+02,4.488871e+01,2.108910e+00
215,1.860000e+02,7.200000e+01,7.000000e+01,1.258272e+04,0.000000e+00,7.403565e+02,6.720583e+01,3.202493e+00,1.860000e+02,7.200000e+01,7.000000e+01,1.150114e+04,1.081569e+03,7.403565e+02,6.415566e+01,3.057146e+00,1.860000e+02,7.200000e+01,7.000000e+01,1.037259e+04,1.128542e+03,7.403565e+02,6.083063e+01,2.898702e+00,1.860000e+02,7.200000e+01,7.000000e+01,5.727611e+03,4.644959e+03,7.403565e+02,4.490756e+01,2.139936e+00
216,1.860000e+02,7.200000e+01,7.000000e+01,1.262864e+04,0.000000e+00,7.390775e+02,6.733267e+01,3.208537e+00,1.860000e+02,7.200000e+01,7.000000e+01,1.154276e+04,1.085875e+03,7.390775e+02,6.427536e+01,3.062850e+00,1.860000e+02,7.200000e+01,7.000000e+01,1.040325e+04,1.139503e+03,7.390775e+02,6.092307e+01,2.903107e+00,1.860000e+02,7.200000e+01,7.000000e+01,5.751471e+03,4.651754e+03,7.390775e+02,4.500253e+01,2.144461e+00
217,1.930000e+02,7.500000e+01,7.300000e+01,1.316555e+04,0.000000e+00,7.371404e+02,7.003800e+01,3.200296e+00,1.930000e+02,7.500000e+01,7.300000e+01,1.201301e+04,1.152526e+03,7.371404e+02,6.679863e+01,3.052277e+00,1.930000e+02,7.500000e+01,7.300000e+01,1.081989e+04,1.193121e+03,7.371404e+02,6.329279e+01,2.892083e+00,1.930000e+02,7.500000e+01,7.300000e+01,5.866097e+03,4.953767e+03,7.371404e+02,4.629057e+01,2.115188e+00
218,1.880000e+02,7.300000e+01,7.100000e+01,1.278876e+04,0.000000e+00,7.382850e+02,6.812438e+01,3.200542e+00,1.880000e+02,7.300000e+01,7.100000e+01,1.168663e+04,1.102126e+03,7.382850e+02,6.502382e+01,3.054875e+00,1.880000e+02,7.300000e+01,7.100000e+01,1.053789e+04,1.148739e+03,7.382850e+02,6.164729e+01,2.896242e+00,1.880000e+02,7.300000e+01,7.100000e+01,5.799191e+03,4.738673e+03,7.382850e+02,4.543063e+01,2.134370e+00
219,1.860000e+02,7.200000e+01,7.000000e+01,1.262576e+04,0.000000e+00,7.391696e+02,6.732473e+01,3.208159e+00,1.860000e+02,7.200000e+01,7.000000e+01,1.154521e+04,1.080543e+03,7.391696e+02,6.428242e+01,3.063187e+00,1.860000e+02,7.200000e+01,7.000000e+01,1.042213e+04,1.123081e+03,7.391696e+02,6.097994e+01,2.905817e+00,1.860000e+02,7.200000e+01,7.000000e+01,5.791699e+03,4.630405e+03,7.391696e+02,4.516221e+01,2.152070e+00
220,1.890000e+02,7.300000e+01,7.100000e+01,1.277260e+04,0.000000e+00,7.407178e+02,6.825468e+01,3.206663e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.166278e+04,1.109818e+03,7.407178e+02,6.512264e+01,3.059518e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.050769e+04,1.155083e+03,7.407178e+02,6.171543e+01,2.899444e+00,1.890000e+02,7.300000e+01,7.100000e+01,5.736110e+03,4.771558e+03,7.407178e+02,4.529720e+01,2.128101e+00
221,1.890000e+02,7.300000e+01,7.100000e+01,1.272829e+04,0.000000e+00,7.416161e+02,6.813203e+01,3.200901e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.159669e+04,1.131594e+03,7.416161e+02,6.493196e+01,3.050559e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.044145e+04,1.155236e+03,7.416161e+02,6.151496e+01,2.890025e+00,1.890000e+02,7.300000e+01,7.100000e+01,5.657457e+03,4.783966e+03,7.416161e+02,4.498063e+01,2.113228e+00
222,1.890000e+02,7.300000e+01,7.100000e+01,1.269656e+04,0.000000e+00,7.421544e+02,6.804410e+01,3.196770e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.157890e+04,1.117656e+03,7.421544e+02,6.488054e+01,3.048143e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.040347e+04,1.175424e+03,7.421544e+02,6.139976e+01,2.884613e+00,1.890000e+02,7.300000e+01,7.100000e+01,5.615525e+03,4.787919e+03,7.421544e+02,4.481100e+01,2.105259e+00
223,1.890000e+02,7.300000e+01,7.100000e+01,1.272003e+04,0.000000e+00,7.417448e+02,6.810914e+01,3.199826e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.161127e+04,1.108751e+03,7.417448e+02,6.497407e+01,3.052538e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.045013e+04,1.161140e+03,7.417448e+02,6.154126e+01,2.891261e+00,1.890000e+02,7.300000e+01,7.100000e+01,5.675007e+03,4.775095e+03,7.417448e+02,4.505144e+01,2.116555e+00
