N ,01-A (mass number),01-Z (atomic number),01-q (ion charge),01-TKE [MeV],01-Energy Loss (MeV),01-Time from Target [ns],01-Momentum [GeV/c],01-Brho [T*m],02-A (mass number),02-Z (atomic number),02-q (ion charge),02-TKE [MeV],02-Energy Loss (MeV),02-Time from Target [ns],02-Momentum [GeV/c],02-Brho [T*m],03-A (mass number),03-Z (atomic number),03-q (ion charge),03-TKE [MeV],03-Energy Loss (MeV),03-Time from Target [ns],03-Momentum [GeV/c],03-Brho [T*m],04-A (mass number),04-Z (atomic number),04-q (ion charge),04-TKE [MeV],04-Energy Loss (MeV),04-Time from Target [ns],04-Momentum [GeV/c],04-Brho [T*m]
561,1.910000e+02,7.400000e+01,7.200000e+01,1.302346e+04,0.000000e+00,7.376922e+02,6.929641e+01,3.210388e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.189521e+04,1.128244e+03,7.376922e+02,6.612538e+01,3.063479e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.069206e+04,1.203137e+03,7.376922e+02,6.258944e+01,2.899665e+00,1.910000e+02,7.400000e+01,7.200000e+01,5.847893e+03,4.844147e+03,7.376922e+02,4.598115e+01,2.130231e+00
562,1.880000e+02,7.300000e+01,7.100000e+01,1.279806e+04,0.000000e+00,7.377671e+02,6.815000e+01,3.201746e+00,1.880000e+02,7.300000e+01,7.100000e+01,1.170027e+04,1.097784e+03,7.377671e+02,6.506297e+01,3.056714e+00,1.880000e+02,7.300000e+01,7.100000e+01,1.054660e+04,1.153666e+03,7.377671e+02,6.167350e+01,2.897474e+00,1.880000e+02,7.300000e+01,7.100000e+01,5.795007e+03,4.751567e+03,7.377671e+02,4.541397e+01,2.133587e+00
563,1.890000e+02,7.300000e+01,7.100000e+01,1.277044e+04,0.000000e+00,7.405730e+02,6.824868e+01,3.206381e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.165909e+04,1.111338e+03,7.405730e+02,6.511201e+01,3.059018e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.050192e+04,1.157169e+03,7.405730e+02,6.169798e+01,2.898624e+00,1.890000e+02,7.300000e+01,7.100000e+01,5.721746e+03,4.780148e+03,7.405730e+02,4.523954e+01,2.125392e+00
564,1.890000e+02,7.300000e+01,7.100000e+01,1.274384e+04,0.000000e+00,7.410755e+02,6.817509e+01,3.202924e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.164088e+04,1.102952e+03,7.410755e+02,6.505951e+01,3.056552e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.047278e+04,1.168092e+03,7.410755e+02,6.160986e+01,2.894484e+00,1.890000e+02,7.300000e+01,7.100000e+01,5.703368e+03,4.769392e+03,7.410755e+02,4.516567e+01,2.121922e+00
565,1.910000e+02,7.400000e+01,7.200000e+01,1.297098e+04,0.000000e+00,7.388134e+02,6.915174e+01,3.203686e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.184993e+04,1.121048e+03,7.388134e+02,6.599534e+01,3.057455e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.067986e+04,1.170066e+03,7.388134e+02,6.255265e+01,2.897961e+00,1.910000e+02,7.400000e+01,7.200000e+01,5.856666e+03,4.823166e+03,7.388134e+02,4.601619e+01,2.131854e+00
566,1.860000e+02,7.200000e+01,7.000000e+01,1.257579e+04,0.000000e+00,7.403185e+02,6.718668e+01,3.201581e+00,1.860000e+02,7.200000e+01,7.000000e+01,1.150602e+04,1.069759e+03,7.403185e+02,6.416972e+01,3.057816e+00,1.860000e+02,7.200000e+01,7.000000e+01,1.038648e+04,1.119536e+03,7.403185e+02,6.087253e+01,2.900699e+00,1.860000e+02,7.200000e+01,7.000000e+01,5.725283e+03,4.661177e+03,7.403185e+02,4.489828e+01,2.139494e+00
567,1.910000e+02,7.400000e+01,7.200000e+01,1.296541e+04,0.000000e+00,7.390733e+02,6.913637e+01,3.202974e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.185132e+04,1.114084e+03,7.390733e+02,6.599934e+01,3.057640e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.065434e+04,1.196978e+03,7.390733e+02,6.247570e+01,2.894396e+00,1.910000e+02,7.400000e+01,7.200000e+01,5.813462e+03,4.840851e+03,7.390733e+02,4.584341e+01,2.123849e+00
568,1.880000e+02,7.300000e+01,7.100000e+01,1.283084e+04,0.000000e+00,7.371916e+02,6.824030e+01,3.205988e+00,1.880000e+02,7.300000e+01,7.100000e+01,1.172470e+04,1.106128e+03,7.371916e+02,6.513307e+01,3.060007e+00,1.880000e+02,7.300000e+01,7.100000e+01,1.057083e+04,1.153866e+03,7.371916e+02,6.174639e+01,2.900898e+00,1.880000e+02,7.300000e+01,7.100000e+01,5.837974e+03,4.732833e+03,7.371916e+02,4.558477e+01,2.141612e+00
569,1.880000e+02,7.300000e+01,7.100000e+01,1.285645e+04,0.000000e+00,7.366818e+02,6.831078e+01,3.209299e+00,1.880000e+02,7.300000e+01,7.100000e+01,1.175267e+04,1.103770e+03,7.366818e+02,6.521323e+01,3.063773e+00,1.880000e+02,7.300000e+01,7.100000e+01,1.060403e+04,1.148638e+03,7.366818e+02,6.184612e+01,2.905584e+00,1.880000e+02,7.300000e+01,7.100000e+01,5.867342e+03,4.736662e+03,7.366818e+02,4.570117e+01,2.147080e+00
570,1.890000e+02,7.300000e+01,7.100000e+01,1.271200e+04,0.000000e+00,7.421433e+02,6.808690e+01,3.198781e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.160151e+04,1.110482e+03,7.421433e+02,6.494589e+01,3.051214e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.045050e+04,1.151003e+03,7.421433e+02,6.154240e+01,2.891315e+00,1.890000e+02,7.300000e+01,7.100000e+01,5.666530e+03,4.783950e+03,7.421433e+02,4.501725e+01,2.114949e+00
571,1.860000e+02,7.200000e+01,7.000000e+01,1.259061e+04,0.000000e+00,7.399683e+02,6.722766e+01,3.203533e+00,1.860000e+02,7.200000e+01,7.000000e+01,1.152515e+04,1.065454e+03,7.399683e+02,6.422475e+01,3.060439e+00,1.860000e+02,7.200000e+01,7.000000e+01,1.039564e+04,1.129509e+03,7.399683e+02,6.090014e+01,2.902014e+00,1.860000e+02,7.200000e+01,7.000000e+01,5.752137e+03,4.643479e+03,7.399683e+02,4.500518e+01,2.144587e+00
572,1.890000e+02,7.300000e+01,7.100000e+01,1.276637e+04,0.000000e+00,7.404973e+02,6.823744e+01,3.205854e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.167488e+04,1.091489e+03,7.404973e+02,6.515749e+01,3.061155e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.052562e+04,1.149249e+03,7.404973e+02,6.176959e+01,2.901988e+00,1.890000e+02,7.300000e+01,7.100000e+01,5.752771e+03,4.772829e+03,7.404973e+02,4.536399e+01,2.131239e+00
573,1.860000e+02,7.200000e+01,7.000000e+01,1.257336e+04,0.000000e+00,7.405889e+02,6.717997e+01,3.201261e+00,1.860000e+02,7.200000e+01,7.000000e+01,1.150169e+04,1.071671e+03,7.405889e+02,6.415723e+01,3.057221e+00,1.860000e+02,7.200000e+01,7.000000e+01,1.038098e+04,1.120703e+03,7.405889e+02,6.085593e+01,2.899907e+00,1.860000e+02,7.200000e+01,7.000000e+01,5.699877e+03,4.681076e+03,7.405889e+02,4.479694e+01,2.134664e+00
574,1.930000e+02,7.500000e+01,7.300000e+01,1.315789e+04,0.000000e+00,7.375513e+02,7.001692e+01,3.199333e+00,1.930000e+02,7.500000e+01,7.300000e+01,1.197287e+04,1.185014e+03,7.375513e+02,6.668332e+01,3.047008e+00,1.930000e+02,7.500000e+01,7.300000e+01,1.075090e+04,1.221964e+03,7.375513e+02,6.308482e+01,2.882580e+00,1.930000e+02,7.500000e+01,7.300000e+01,5.770073e+03,4.980805e+03,7.375513e+02,4.590410e+01,2.097528e+00
575,1.890000e+02,7.300000e+01,7.100000e+01,1.274687e+04,0.000000e+00,7.412585e+02,6.818348e+01,3.203318e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.164820e+04,1.098663e+03,7.412585e+02,6.508063e+01,3.057544e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.047637e+04,1.171829e+03,7.412585e+02,6.162071e+01,2.894994e+00,1.890000e+02,7.300000e+01,7.100000e+01,5.724111e+03,4.752234e+03,7.412585e+02,4.524904e+01,2.125839e+00
576,1.860000e+02,7.200000e+01,7.000000e+01,1.260928e+04,0.000000e+00,7.394863e+02,6.727922e+01,3.205990e+00,1.860000e+02,7.200000e+01,7.000000e+01,1.152856e+04,1.080716e+03,7.394863e+02,6.423454e+01,3.060905e+00,1.860000e+02,7.200000e+01,7.000000e+01,1.039307e+04,1.135480e+03,7.394863e+02,6.089239e+01,2.901645e+00,1.860000e+02,7.200000e+01,7.000000e+01,5.756127e+03,4.636920e+03,7.394863e+02,4.502104e+01,2.145343e+00
577,1.910000e+02,7.400000e+01,7.200000e+01,1.298924e+04,0.000000e+00,7.382401e+02,6.920210e+01,3.206019e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.187240e+04,1.116831e+03,7.382401e+02,6.605991e+01,3.060446e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.070433e+04,1.168066e+03,7.382401e+02,6.262637e+01,2.901376e+00,1.910000e+02,7.400000e+01,7.200000e+01,5.867259e+03,4.837046e+03,7.382401e+02,4.605846e+01,2.133812e+00
578,1.860000e+02,7.200000e+01,7.000000e+01,1.266083e+04,0.000000e+00,7.383095e+02,6.742144e+01,3.212767e+00,1.860000e+02,7.200000e+01,7.000000e+01,1.158172e+04,1.079095e+03,7.383095e+02,6.438727e+01,3.068183e+00,1.860000e+02,7.200000e+01,7.000000e+01,1.044281e+04,1.138908e+03,7.383095e+02,6.104219e+01,2.908783e+00,1.860000e+02,7.200000e+01,7.000000e+01,5.803988e+03,4.638799e+03,7.383095e+02,4.521089e+01,2.154390e+00
579,1.860000e+02,7.200000e+01,7.000000e+01,1.262688e+04,0.000000e+00,7.392861e+02,6.732781e+01,3.208306e+00,1.860000e+02,7.200000e+01,7.000000e+01,1.153660e+04,1.090273e+03,7.392861e+02,6.425766e+01,3.062007e+00,1.860000e+02,7.200000e+01,7.000000e+01,1.039007e+04,1.146522e+03,7.392861e+02,6.088335e+01,2.901214e+00,1.860000e+02,7.200000e+01,7.000000e+01,5.748617e+03,4.641432e+03,7.392861e+02,4.499118e+01,2.143920e+00
580,1.900000e+02,7.400000e+01,7.200000e+01,1.302642e+04,0.000000e+00,7.354717e+02,6.912867e+01,3.202617e+00,1.900000e+02,7.400000e+01,7.200000e+01,1.186188e+04,1.164532e+03,7.354717e+02,6.586156e+01,3.051257e+00,1.900000e+02,7.400000e+01,7.200000e+01,1.068893e+04,1.172946e+03,7.354717e+02,6.242014e+01,2.891822e+00,1.900000e+02,7.400000e+01,7.200000e+01,5.844370e+03,4.844536e+03,7.354717e+02,4.584808e+01,2.124066e+00
581,1.860000e+02,7.200000e+01,7.000000e+01,1.258665e+04,0.000000e+00,7.402728e+02,6.721671e+01,3.203012e+00,1.860000e+02,7.200000e+01,7.000000e+01,1.149053e+04,1.096120e+03,7.402728e+02,6.412509e+01,3.055690e+00,1.860000e+02,7.200000e+01,7.000000e+01,1.035849e+04,1.132025e+03,7.402728e+02,6.078808e+01,2.896674e+00,1.860000e+02,7.200000e+01,7.000000e+01,5.718923e+03,4.639548e+03,7.402728e+02,4.487294e+01,2.138286e+00
582,1.910000e+02,7.400000e+01,7.200000e+01,1.295242e+04,0.000000e+00,7.395109e+02,6.910052e+01,3.201313e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.182819e+04,1.124231e+03,7.395109e+02,6.593282e+01,3.054559e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.063326e+04,1.194920e+03,7.395109e+02,6.241208e+01,2.891448e+00,1.910000e+02,7.400000e+01,7.200000e+01,5.766760e+03,4.866477e+03,7.395109e+02,4.565594e+01,2.115164e+00
583,1.860000e+02,7.200000e+01,7.000000e+01,1.257233e+04,0.000000e+00,7.402358e+02,6.717711e+01,3.201124e+00,1.860000e+02,7.200000e+01,7.000000e+01,1.149758e+04,1.074735e+03,7.402358e+02,6.414542e+01,3.056658e+00,1.860000e+02,7.200000e+01,7.000000e+01,1.038015e+04,1.117425e+03,7.402358e+02,6.085344e+01,2.899789e+00,1.860000e+02,7.200000e+01,7.000000e+01,5.741457e+03,4.638674e+03,7.402358e+02,4.496269e+01,2.142563e+00
584,1.950000e+02,7.600000e+01,7.400000e+01,1.341382e+04,0.000000e+00,7.347951e+02,7.107139e+01,3.203630e+00,1.950000e+02,7.600000e+01,7.400000e+01,1.225412e+04,1.159698e+03,7.347951e+02,6.782500e+01,3.057295e+00,1.950000e+02,7.600000e+01,7.400000e+01,1.103245e+04,1.221665e+03,7.347951e+02,6.425055e+01,2.896173e+00,1.950000e+02,7.600000e+01,7.400000e+01,6.023393e+03,5.009032e+03,7.347951e+02,4.715579e+01,2.125605e+00
585,1.890000e+02,7.300000e+01,7.100000e+01,1.278484e+04,0.000000e+00,7.403325e+02,6.828851e+01,3.208253e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.168441e+04,1.100424e+03,7.403325e+02,6.518494e+01,3.062444e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.052636e+04,1.158042e+03,7.403325e+02,6.177183e+01,2.902093e+00,1.890000e+02,7.300000e+01,7.100000e+01,5.772884e+03,4.753456e+03,7.403325e+02,4.544450e+01,2.135022e+00
586,1.910000e+02,7.400000e+01,7.200000e+01,1.292356e+04,0.000000e+00,7.399875e+02,6.902078e+01,3.197619e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.179830e+04,1.125253e+03,7.399875e+02,6.584680e+01,3.050573e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.060607e+04,1.192226e+03,7.399875e+02,6.232992e+01,2.887642e+00,1.910000e+02,7.400000e+01,7.200000e+01,5.738230e+03,4.867817e+03,7.399875e+02,4.554107e+01,2.109842e+00
587,1.890000e+02,7.300000e+01,7.100000e+01,1.274023e+04,0.000000e+00,7.414906e+02,6.816508e+01,3.202454e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.164567e+04,1.094555e+03,7.414906e+02,6.507331e+01,3.057200e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.049019e+04,1.155474e+03,7.414906e+02,6.166251e+01,2.896957e+00,1.890000e+02,7.300000e+01,7.100000e+01,5.719563e+03,4.770599e+03,7.414906e+02,4.523077e+01,2.124980e+00
588,1.910000e+02,7.400000e+01,7.200000e+01,1.294128e+04,0.000000e+00,7.394555e+02,6.906976e+01,3.199887e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.179760e+04,1.143678e+03,7.394555e+02,6.584478e+01,3.050480e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.061511e+04,1.182480e+03,7.394555e+02,6.235726e+01,2.888908e+00,1.910000e+02,7.400000e+01,7.200000e+01,5.747863e+03,4.867228e+03,7.394555e+02,4.557989e+01,2.111641e+00
589,1.910000e+02,7.400000e+01,7.200000e+01,1.296136e+04,0.000000e+00,7.388783e+02,6.912519e+01,3.202456e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.184212e+04,1.119230e+03,7.388783e+02,6.597290e+01,3.056415e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.065092e+04,1.191198e+03,7.388783e+02,6.246538e+01,2.893918e+00,1.910000e+02,7.400000e+01,7.200000e+01,5.789096e+03,4.861798e+03,7.388783e+02,4.574569e+01,2.119322e+00
590,1.940000e+02,7.600000e+01,7.300000e+01,1.302854e+04,0.000000e+00,7.416972e+02,6.983341e+01,3.190948e+00,1.940000e+02,7.600000e+01,7.300000e+01,1.185118e+04,1.177360e+03,7.416972e+02,6.649851e+01,3.038564e+00,1.940000e+02,7.600000e+01,7.300000e+01,1.059180e+04,1.259366e+03,7.416972e+02,6.275986e+01,2.867731e+00,1.940000e+02,7.600000e+01,7.300000e+01,5.424273e+03,5.167489e+03,7.416972e+02,4.459942e+01,2.037913e+00
591,1.930000e+02,7.500000e+01,7.300000e+01,1.319695e+04,0.000000e+00,7.363370e+02,7.012443e+01,3.204245e+00,1.930000e+02,7.500000e+01,7.300000e+01,1.204330e+04,1.153641e+03,7.363370e+02,6.688550e+01,3.056247e+00,1.930000e+02,7.500000e+01,7.300000e+01,1.084857e+04,1.194724e+03,7.363370e+02,6.337909e+01,2.896026e+00,1.930000e+02,7.500000e+01,7.300000e+01,5.933539e+03,4.915008e+03,7.363370e+02,4.656020e+01,2.127508e+00
592,1.910000e+02,7.400000e+01,7.200000e+01,1.301810e+04,0.000000e+00,7.375644e+02,6.928167e+01,3.209705e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.188219e+04,1.135906e+03,7.375644e+02,6.608802e+01,3.061749e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.070769e+04,1.174497e+03,7.375644e+02,6.263649e+01,2.901845e+00,1.910000e+02,7.400000e+01,7.200000e+01,5.844680e+03,4.862985e+03,7.375644e+02,4.596831e+01,2.129636e+00
593,1.880000e+02,7.300000e+01,7.100000e+01,1.284026e+04,0.000000e+00,7.368799e+02,6.826623e+01,3.207206e+00,1.880000e+02,7.300000e+01,7.100000e+01,1.172604e+04,1.114209e+03,7.368799e+02,6.513691e+01,3.060188e+00,1.880000e+02,7.300000e+01,7.100000e+01,1.057264e+04,1.153400e+03,7.368799e+02,6.175182e+01,2.901153e+00,1.880000e+02,7.300000e+01,7.100000e+01,5.852477e+03,4.720137e+03,7.368799e+02,4.564229e+01,2.144314e+00
594,1.890000e+02,7.300000e+01,7.100000e+01,1.276680e+04,0.000000e+00,7.408118e+02,6.823864e+01,3.205910e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.164580e+04,1.121003e+03,7.408118e+02,6.507368e+01,3.057217e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.045188e+04,1.193912e+03,7.408118e+02,6.154656e+01,2.891510e+00,1.890000e+02,7.300000e+01,7.100000e+01,5.676866e+03,4.774987e+03,7.408118e+02,4.505894e+01,2.116908e+00
595,1.860000e+02,7.200000e+01,7.000000e+01,1.263968e+04,0.000000e+00,7.390815e+02,6.736315e+01,3.209989e+00,1.860000e+02,7.200000e+01,7.000000e+01,1.155332e+04,1.086356e+03,7.390815e+02,6.430572e+01,3.064297e+00,1.860000e+02,7.200000e+01,7.000000e+01,1.042869e+04,1.124623e+03,7.390815e+02,6.099971e+01,2.906759e+00,1.860000e+02,7.200000e+01,7.000000e+01,5.797057e+03,4.631615e+03,7.390815e+02,4.518344e+01,2.153082e+00
596,1.900000e+02,7.400000e+01,7.200000e+01,1.307634e+04,0.000000e+00,7.346106e+02,6.926571e+01,3.208966e+00,1.900000e+02,7.400000e+01,7.200000e+01,1.196875e+04,1.107586e+03,7.346106e+02,6.616725e+01,3.065419e+00,1.900000e+02,7.400000e+01,7.200000e+01,1.078537e+04,1.183376e+03,7.346106e+02,6.270938e+01,2.905222e+00,1.900000e+02,7.400000e+01,7.200000e+01,5.997625e+03,4.787717e+03,7.346106e+02,4.645521e+01,2.152193e+00
597,1.890000e+02,7.300000e+01,7.100000e+01,1.268880e+04,0.000000e+00,7.426084e+02,6.802257e+01,3.195759e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.156962e+04,1.119173e+03,7.426084e+02,6.485372e+01,3.046883e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.039892e+04,1.170696e+03,7.426084e+02,6.138595e+01,2.883965e+00,1.890000e+02,7.300000e+01,7.100000e+01,5.577628e+03,4.821266e+03,7.426084e+02,4.465717e+01,2.098032e+00
598,1.930000e+02,7.500000e+01,7.300000e+01,1.316198e+04,0.000000e+00,7.373162e+02,7.002817e+01,3.199847e+00,1.930000e+02,7.500000e+01,7.300000e+01,1.201481e+04,1.147161e+03,7.373162e+02,6.680378e+01,3.052513e+00,1.930000e+02,7.500000e+01,7.300000e+01,1.081415e+04,1.200649e+03,7.373162e+02,6.327553e+01,2.891294e+00,1.930000e+02,7.500000e+01,7.300000e+01,5.868580e+03,4.945551e+03,7.373162e+02,4.630052e+01,2.115643e+00
599,1.950000e+02,7.600000e+01,7.400000e+01,1.341011e+04,0.000000e+00,7.343855e+02,7.106121e+01,3.203171e+00,1.950000e+02,7.600000e+01,7.400000e+01,1.223883e+04,1.171278e+03,7.343855e+02,6.778129e+01,3.055325e+00,1.950000e+02,7.600000e+01,7.400000e+01,1.102989e+04,1.208939e+03,7.343855e+02,6.424287e+01,2.895826e+00,1.950000e+02,7.600000e+01,7.400000e+01,5.986351e+03,5.043510e+03,7.343855e+02,4.700821e+01,2.118953e+00
600,1.940000e+02,7.600000e+01,7.300000e+01,1.310652e+04,0.000000e+00,7.400824e+02,7.004937e+01,3.200815e+00,1.940000e+02,7.600000e+01,7.300000e+01,1.190892e+04,1.197587e+03,7.400824e+02,6.666549e+01,3.046193e+00,1.940000e+02,7.600000e+01,7.300000e+01,1.066293e+04,1.245988e+03,7.400824e+02,6.297625e+01,2.877618e+00,1.940000e+02,7.600000e+01,7.300000e+01,5.530438e+03,5.132449e+03,7.400824e+02,4.504028e+01,2.058057e+00
601,1.930000e+02,7.500000e+01,7.300000e+01,1.321247e+04,0.000000e+00,7.362097e+02,7.016711e+01,3.206196e+00,1.930000e+02,7.500000e+01,7.300000e+01,1.208364e+04,1.128824e+03,7.362097e+02,6.700106e+01,3.061527e+00,1.930000e+02,7.500000e+01,7.300000e+01,1.087422e+04,1.209414e+03,7.362097e+02,6.345616e+01,2.899547e+00,1.930000e+02,7.500000e+01,7.300000e+01,5.932731e+03,4.941464e+03,7.362097e+02,4.655698e+01,2.127361e+00
602,1.890000e+02,7.300000e+01,7.100000e+01,1.270963e+04,0.000000e+00,7.421189e+02,6.808032e+01,3.198472e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.159928e+04,1.110341e+03,7.421189e+02,6.493945e+01,3.050911e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.043933e+04,1.159948e+03,7.421189e+02,6.150854e+01,2.889724e+00,1.890000e+02,7.300000e+01,7.100000e+01,5.648419e+03,4.790885e+03,7.421189e+02,4.494412e+01,2.111513e+00
603,1.880000e+02,7.300000e+01,7.100000e+01,1.277102e+04,0.000000e+00,7.389379e+02,6.807545e+01,3.198243e+00,1.880000e+02,7.300000e+01,7.100000e+01,1.168189e+04,1.089131e+03,7.389379e+02,6.501019e+01,3.054234e+00,1.880000e+02,7.300000e+01,7.100000e+01,1.051414e+04,1.167741e+03,7.389379e+02,6.157576e+01,2.892882e+00,1.880000e+02,7.300000e+01,7.100000e+01,5.760057e+03,4.754059e+03,7.389379e+02,4.527459e+01,2.127039e+00
604,1.910000e+02,7.400000e+01,7.200000e+01,1.296283e+04,0.000000e+00,7.389094e+02,6.912925e+01,3.202644e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.182801e+04,1.134818e+03,7.389094e+02,6.593230e+01,3.054534e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.064770e+04,1.180301e+03,7.389094e+02,6.245567e+01,2.893468e+00,1.910000e+02,7.400000e+01,7.200000e+01,5.730180e+03,4.917495e+03,7.389094e+02,4.550861e+01,2.108339e+00
605,1.910000e+02,7.400000e+01,7.200000e+01,1.293235e+04,0.000000e+00,7.399334e+02,6.904506e+01,3.198743e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.179948e+04,1.132863e+03,7.399334e+02,6.585018e+01,3.050730e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.061073e+04,1.188737e+03,7.399334e+02,6.234401e+01,2.888295e+00,1.910000e+02,7.400000e+01,7.200000e+01,5.723540e+03,4.887170e+03,7.399334e+02,4.548181e+01,2.107097e+00
606,1.890000e+02,7.300000e+01,7.100000e+01,1.272252e+04,0.000000e+00,7.416018e+02,6.811606e+01,3.200151e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.160985e+04,1.112671e+03,7.416018e+02,6.496996e+01,3.052344e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.046075e+04,1.149096e+03,7.416018e+02,6.157342e+01,2.892772e+00,1.890000e+02,7.300000e+01,7.100000e+01,5.656108e+03,4.804614e+03,7.416018e+02,4.497518e+01,2.112972e+00
607,1.910000e+02,7.400000e+01,7.200000e+01,1.297127e+04,0.000000e+00,7.386274e+02,6.915256e+01,3.203723e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.187219e+04,1.099080e+03,7.386274e+02,6.605930e+01,3.060418e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.069062e+04,1.181563e+03,7.386274e+02,6.258509e+01,2.899464e+00,1.910000e+02,7.400000e+01,7.200000e+01,5.844290e+03,4.846308e+03,7.386274e+02,4.596675e+01,2.129564e+00
608,1.910000e+02,7.400000e+01,7.200000e+01,1.296461e+04,0.000000e+00,7.391138e+02,6.913416e+01,3.202871e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.185168e+04,1.112922e+03,7.391138e+02,6.600039e+01,3.057689e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.065472e+04,1.196956e+03,7.391138e+02,6.247686e+01,2.894449e+00,1.910000e+02,7.400000e+01,7.200000e+01,5.780148e+03,4.874549e+03,7.391138e+02,4.570976e+01,2.117657e+00
609,1.880000e+02,7.300000e+01,7.100000e+01,1.288063e+04,0.000000e+00,7.364727e+02,6.837727e+01,3.212423e+00,1.880000e+02,7.300000e+01,7.100000e+01,1.178068e+04,1.099945e+03,7.364727e+02,6.529341e+01,3.067540e+00,1.880000e+02,7.300000e+01,7.100000e+01,1.062366e+04,1.157010e+03,7.364727e+02,6.190503e+01,2.908351e+00,1.880000e+02,7.300000e+01,7.100000e+01,5.892779e+03,4.730860e+03,7.364727e+02,4.580176e+01,2.151806e+00
610,1.880000e+02,7.300000e+01,7.100000e+01,1.283857e+04,0.000000e+00,7.371866e+02,6.826159e+01,3.206988e+00,1.880000e+02,7.300000e+01,7.100000e+01,1.174796e+04,1.090608e+03,7.371866e+02,6.519972e+01,3.063139e+00,1.880000e+02,7.300000e+01,7.100000e+01,1.060216e+04,1.145785e+03,7.371866e+02,6.184052e+01,2.905321e+00,1.880000e+02,7.300000e+01,7.100000e+01,5.884938e+03,4.717204e+03,7.371866e+02,4.577078e+01,2.150350e+00
611,1.890000e+02,7.300000e+01,7.100000e+01,1.273779e+04,0.000000e+00,7.413389e+02,6.815835e+01,3.202137e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.162315e+04,1.114641e+03,7.413389e+02,6.500835e+01,3.054148e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.044811e+04,1.175033e+03,7.413389e+02,6.153514e+01,2.890973e+00,1.890000e+02,7.300000e+01,7.100000e+01,5.636118e+03,4.811964e+03,7.413389e+02,4.489438e+01,2.109176e+00
612,1.880000e+02,7.300000e+01,7.100000e+01,1.283760e+04,0.000000e+00,7.370046e+02,6.825891e+01,3.206862e+00,1.880000e+02,7.300000e+01,7.100000e+01,1.173780e+04,1.099795e+03,7.370046e+02,6.517061e+01,3.061771e+00,1.880000e+02,7.300000e+01,7.100000e+01,1.059505e+04,1.142739e+03,7.370046e+02,6.181917e+01,2.904318e+00,1.880000e+02,7.300000e+01,7.100000e+01,5.869355e+03,4.725674e+03,7.370046e+02,4.570914e+01,2.147454e+00
